job_title,job_type,salary,job_skill,gaji_perbulan,clean_text,label
project coordinator supporting australia and new zealand,Contract,"USD 45,000 - 90,750 / YEARLY",excel,"3,750 - 7,562",project coordinator supporting australia and new zealand excel,management
soc design verification engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",python excel,"5,833 - 8,750",soc design verification engineer python excel,technical_support
marketing executive chinese cuisine,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",marketing executive chinese cuisine communication,digital_marketing
internship safety and environment,Internship,"USD 18,000 - 24,000 / YEARLY",excel,"1,500 - 2,000",internship safety and environment excel,internship
senior lecturer - marketing social media analytics,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",senior lecturer - marketing social media analytics communication,data_analyst_bi
sales executive central terengganu,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",sales executive central terengganu excel,sales
beautician,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",beautician communication,administration
sales associate/clinic manager,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",sales associate/clinic manager communication,sales
seo specialist exe/ senior exe,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",seo specialist exe/ senior exe communication,digital_marketing
it programmer group technology digital development,Full-time,"USD 70,000 - 105,000 / YEARLY",sql java,"5,833 - 8,750",it programmer group technology digital development sql java,software_dev
training supervisor,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",training supervisor excel,hr_recruitment
admin/operations officer - terminal klia facilities management/operations ma,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",admin/operations officer - terminal klia facilities management/operations ma communication,administration
dft design engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",python excel,"5,833 - 8,750",dft design engineer python excel,technical_support
sustainability compliance executive,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",sustainability compliance executive communication,administration
r d sourcing officer,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",r d sourcing officer communication,procurement
digital product designer,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",digital product designer communication,design_uiux
senior financial analyst - pma,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",senior financial analyst - pma communication,finance_accounting
car courier jeram,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",car courier jeram excel,administration
bike courier kundang,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",bike courier kundang excel,administration
car courier serendah,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",car courier serendah excel,administration
overseas operation clerk,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",overseas operation clerk communication,administration
sales engineer / senior sales engineer based in pj,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",sales engineer / senior sales engineer based in pj excel,sales
content creator and creative designer,Full-time,"USD 45,000 - 70,000 / YEARLY",excel,"3,750 - 5,833",content creator and creative designer excel,digital_marketing
property sales executive - gerbang nusajaya johor,Full-time,"USD 50,000 - 75,000 / YEARLY",excel,"4,167 - 6,250",property sales executive - gerbang nusajaya johor excel,sales
senior product development engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",python excel,"5,833 - 8,750",senior product development engineer python excel,technical_support
senior recruitment consultant wfh/ 5 days,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",senior recruitment consultant wfh/ 5 days communication,hr_recruitment
internship for digital marketing / marketing campaign,Internship,"USD 18,000 - 24,000 / YEARLY",communication,"1,500 - 2,000",internship for digital marketing / marketing campaign communication,internship
graphic designer immediately hiring,Full-time,"USD 45,000 - 70,000 / YEARLY",communication,"3,750 - 5,833",graphic designer immediately hiring communication,design_uiux
preschool teacher mahkota cheras,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",preschool teacher mahkota cheras communication,administration
retail sales for electronic product -starling mall pj,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",retail sales for electronic product -starling mall pj communication,sales
senior digital content marketing,Full-time,"USD 70,000 - 105,000 / YEARLY",excel data analysis,"5,833 - 8,750",senior digital content marketing excel data analysis,digital_marketing
retail sales associate kate spade sunway pyramid and one utama,Full-time,"USD 60,000 - 90,000 / YEARLY",excel,"5,000 - 7,500",retail sales associate kate spade sunway pyramid and one utama excel,sales
senior ai engineer,Full-time,"USD 60,000 - 90,000 / YEARLY",machine learning,"5,000 - 7,500",senior ai engineer machine learning,data_science_ai
repair sales manager,Full-time,"USD 60,000 - 90,000 / YEARLY",communication,"5,000 - 7,500",repair sales manager communication,sales
internship trainee information technology,Internship,"USD 18,000 - 24,000 / YEARLY",communication,"1,500 - 2,000",internship trainee information technology communication,internship
business development executive b2b sales,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",business development executive b2b sales communication,sales
part time retail associate / assistant,Part-time,"USD 30,000 - 54,000 / YEARLY",communication,"2,500 - 4,500",part time retail associate / assistant communication,administration
inspector of work iow architecture,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",inspector of work iow architecture communication,administration
product specialist - pharmaceutical medical,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",product specialist - pharmaceutical medical excel,administration
service administrator,Full-time,"USD 30,000 - 50,000 / YEARLY",communication,"2,500 - 4,167",service administrator communication,administration
ramen kitchen crew / cook non-halal,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",ramen kitchen crew / cook non-halal excel,administration
work in malaysia sales associate - penang / kl area,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",work in malaysia sales associate - penang / kl area communication,sales
bike courier seri kembangan,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",bike courier seri kembangan excel,administration
senior systems engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",senior systems engineer excel,technical_support
sales business partner cum executive - fit-out - potentially up to rm10k,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",sales business partner cum executive - fit-out - potentially up to rm10k excel,sales
medical representative sabah,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",medical representative sabah communication,administration
loss prevention manager,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",loss prevention manager excel,management
sales designer kitchen planner,Full-time,"USD 70,000 - 105,000 / YEARLY",communication,"5,833 - 8,750",sales designer kitchen planner communication,sales
intern/internship of accounts finance immediate intake,Internship,"USD 18,000 - 24,000 / YEARLY",communication,"1,500 - 2,000",intern/internship of accounts finance immediate intake communication,internship
junior theme park technician- skytropolis,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",junior theme park technician- skytropolis communication,administration
sale advisor,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",sale advisor communication,administration
admissions officer bilingual in korean and english,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",admissions officer bilingual in korean and english communication,administration
business operations executive,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",business operations executive communication,administration
bike courier kapar,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",bike courier kapar excel,administration
general manager - f b,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",general manager - f b excel,management
frontend developer - react js,Full-time,"USD 70,000 - 105,000 / YEARLY",java react,"5,833 - 8,750",frontend developer - react js java react,frontend_dev
it change manager,Full-time,"USD 70,000 - 105,000 / YEARLY",sql excel,"5,833 - 8,750",it change manager sql excel,management
multimedia designer,Full-time,"USD 45,000 - 70,000 / YEARLY",excel,"3,750 - 5,833",multimedia designer excel,design_uiux
admin clerk urgent,Full-time,"USD 30,000 - 50,000 / YEARLY",excel,"2,500 - 4,167",admin clerk urgent excel,administration
team leader mandarin speaker urgent hiring,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",team leader mandarin speaker urgent hiring excel,management
draftperson tekla,Full-time,"USD 45,000 - 82,500 / YEARLY",excel,"3,750 - 6,875",draftperson tekla excel,administration
assistant production manager / production manager,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",assistant production manager / production manager excel,management
talent acquisition representative campus hire 2024,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",talent acquisition representative campus hire 2024 excel,hr_recruitment
immediate hiring - inside sales logistics industry welcome fresh grads p6,Full-time,"USD 50,000 - 75,000 / YEARLY",communication,"4,167 - 6,250",immediate hiring - inside sales logistics industry welcome fresh grads p6 communication,sales
plant manager bidor perak,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",plant manager bidor perak excel,management
senior mechanical design engineer - mnc in bayan lepas,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",senior mechanical design engineer - mnc in bayan lepas excel,technical_support
information technology-senior executive,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",information technology-senior executive communication,administration
senior ai software engineer,Full-time,"USD 60,000 - 90,000 / YEARLY",python sql excel java,"5,000 - 7,500",senior ai software engineer python sql excel java,software_dev
production supervisor/executive mandarin speaking,Full-time,"USD 75,000 - 100,000 / YEARLY",communication,"6,250 - 8,333",production supervisor/executive mandarin speaking communication,administration
assistant general manager - property development,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",assistant general manager - property development excel,management
manager operation,Full-time,"USD 75,000 - 100,000 / YEARLY",excel,"6,250 - 8,333",manager operation excel,management
sea export coordinator,Full-time,"USD 45,000 - 82,500 / YEARLY",communication,"3,750 - 6,875",sea export coordinator communication,administration
senior soc design engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",python,"5,833 - 8,750",senior soc design engineer python,technical_support
sales executive malay speaker kl on-site,Full-time,"USD 70,000 - 105,000 / YEARLY",excel,"5,833 - 8,750",sales executive malay speaker kl on-site excel,sales
